id,Career,Skills
41a5a037ddf040c997ff3c89db39a239,(HNHCM) Quality control/Tester,"QA, QC, SQL, Tester"
046e6ab642904c22b9b797c1297679b6,"(Jr/Sr) QA Engineering, KMS Labs  ","QA, QC, English, Tester"
a8483074684343a1bd0e0a12d3b0b683,(Jr/Sr/Principal) .NET Development  ,".NET, C#, ASP.NET"
47fbf859288040b494bb17fdc555a141,(Jr/Sr/Principal) Java Development ,"Java, JavaScript, Spring"
ad377962ca9e491ab44cf7496f3dbe10,(Junior/Senior) Business Data Analyst,"Business, Data Analyst, UIUX"
8147fe42d6f7409e84cf527bf38e44a4,(Junior/Senior) Test Engineering  ,"Tester, English, QA, QC"
3103fa0066e44b73b9979a095bd1bbc6,(Junior/Senior) UX/UI Designer,"UIUX, Designer"
f3679c50c2644d2491ce28aba73227a1,(Mid/Sr) NodeJS Engineering ,"NodeJS, MySQL, Database"
35cba1d0ca4c4bfbb45916c7c5a4ba19,(Senior) Business Data Analyst,"Business, Data Analyst, Agile, English"
223a3750df5842ab83cb6fbdb4c63849,(Senior) Product Owner,"Product, Management, UIUX"
257d57173cb1427492002714554e5bd6,(Senior) Product Owner,"UIUX, Designer"
f94a7a2fd43649cbb9eef444be774275,(Senior) QC Engineering (Tester),"Tester, QA, QC"
bb44d3cc6c634ae0928b32e82c7bc212,"(Senior) UI/UX Designer, Zalo Cloud","UIUX, Designer"
a013c2c732ff4de39eef09b20eabd2b4,(Senior/Middle) Java Development,"Java, AWS, Spring"
03f9f18dd59643a7983e0554b0e7ff5c,(Senior/Midsenior) UI/UX Designer ,"UIUX, Agile, Team, Leader"
ae1bbd938c1e4842a9989c6cc0a220dd,".NET Backend (.Net Core,C#,SQL,Azure)",".NET, C#, ASP.NET"
3e48712dd071438894dbe0335052ca91,.NET Backend Development (Agile/Scrum),".NET, Agile, Scrum"
f8dfb74a53db496b99c96d0d56d2bb09,.NET Core (C#/ASP.NET/Java),".NET, Java, ASP.NET"
29578ccf60a34996b487717c788b68a1,.NET Core Development ,".NET, ASP.NET"
d75da7bd8e174445870ac6ec9bdcaa77,.NET Dev ,".NET, C#, AWS"
52bcc9c5d8b14858b800bbf957b9b9d4,.NET Dev (.NET Core MVC/SQL/JavaScript),".NET, SQL, JavaScript"
71ee79585d824c9995dadbae48798488,".NET Dev (.NET Core, C#) ",".NET, C#, ASP.NET"
ad2920ee38bc42618a9964be3d49a37c,".NET Dev (.NET Core, C#)  ",".NET, C#, ASP.NET"
9c321e80a7f8457ba08341dca0a9e1ed,".NET Dev (ASP.NET, C#)  ",".NET, C#, SQL"
e3f3606225a64eb091b73fcc7a22070e,".NET Dev (ASP.NET, Oracle) ","ASP.NET, Oracle, .NET"
7aa29c5ada934094b0bbffc01addd715,.Net Development,".NET, C#, Java"
f19686302ee24bf18ede9b90a5783370,.NET Development,".NET, MySQL, SQL"
13f58a841612451c9e8c9325a75a1731,.NET Development,".NET, HTML5, CSS"
a6c03fce71ae4e5da309e5af05b7b784,.NET Development,".NET, C#, MVC"
ffb5340ebfb24e0f97036391996718c6,.Net Development  ,"C#, ASP.NET, .NET"
d807403eb5aa4f14bcd28f42eeeffdc7,.Net Development   15,".NET, C#, SQL"
1b34f23c66e0480fbd0b57f8c9a85e88,.NET Development  Signing  3M VND,".NET, English, ASP.NET"
f4f8f49637a44e6e91d25ed582fa8607,.NET Development (All Levels) ,".NET, JavaScript, ASP.NET"
ecf3b9d2f2fe4c8da4cc33acf17ed9c5,".NET Development (ASP.NET, .NET, C#)",".NET, C#, ASP.NET"
86199ffdd878465cb91eb5ec2f8f1bd0,".NET Development (ASP.NET, SQL)",".NET, SQL, ASP.NET"
e8803b4b5c68420c9cae696c6e497325,".NET Development (C#, .NET, ASP.NET MVC)",".NET, C#, ASP.NET"
f4c205cde99d4cd2a8494c9649e04630,".NET Development (C#, .Net, SQL) ",".NET, C#, SQL"
b29feacb93384aa4a01db9ebffd92320,".NET Development (C#, .NET/Core)",".NET, C#, ASP.NET"
f302ec63635f445bad0567713091f4ba,".NET Development (C#, ASP.NET)","ASP.NET, C#, JavaScript"
c350ab6a6b1343d7b96791e289a7ae1d,".NET Development (C#, ASP.NET) min 12",".NET, C#, ASP.NET"
9f46237983a94ae789b20afa834eac96,".NET Development (C#, ASP.NET, MVC)",".NET, C#, ASP.NET"
86fa65b724554a41ba6522b8543df339,".NET Development (C#, ASP.NET, SQL)","C#, ASP.NET, .NET"
441774e8689f4fe6a652c9c6869529c8,".NET Development (C#, ASP.Net, SQL)",".NET, C#, SQL"
00fb819a17934596a814eaa91bb50b11,".NET Development (C#, HTML5)",".NET, HTML5, C#"
d5e2486326a04be9b264590da3a07c4f,".Net Development (C#, JavaScript)",".NET, C#, JavaScript"
30a9de0498154fbb8daa85803272314a,".Net Development (C#, Senior/Middle)",".NET, C#, ASP.NET"
c54ecaa80967460e8c73952dce45cfa7,".NET Development (C#, SQL)","C#, SQL, .NET"
a8f92c10d4594a7f969705571fd27e98,".NET Development (C#, VB, SQL) ",".NET, MySQL, HTML5"
ca59a2fa4e824e5dac69d61081b80f80,".NET Development (C#, Winform)",".NET, C#, SQL"
6eff82c911c747f2a5d5955b5ae518ca,".NET Development (C#, WINFORM)",".NET, Python, C#"
dafd519294e14db3bbdc0521c61e1554,.NET Development (C#/VB/NodeJS),".NET, C#, NodeJS"
f8bf9b2ded1f4e42af9b6042aa6bee53,".NET Development (Java, JavaScript)",".NET, JavaScript, Java"
fab4b880067b4b3abc1d1fa6f2f2a3bc,".NET Development (MVC, SQL)",".NET, MVC, SQL"
32bb1620f90343dc8d47ea0e3876c9ef,.NET Development Full 13th salary & ,".NET, English"
34e91dee55d74262abf2b5691bf899db,.NET Development(C#/ ASP.NET ) ,".NET, C#, ASP.NET"
57db9adee8884b35809dc31e82b15dec,".NET Development3,,d SIGNUP ",".NET, JavaScript"
a666ce826b8d4f1a932e93cacbca0583,".NET Devs (C#, ASP.NET)  Up to 12",".NET, C#, ASP.NET"
f63e86230e2d46fc97c832a7a5a6d768,.NET Fullstack Development & Reporting Dev,".NET, C#, Angular"
841fab9fadcb487b8271caeaf27f54f5,.NET Software Engineering ,".NET, C, Java"
53f8194aacec4cc49771e1907ffa7e22,".NET Software Engineering (SQL, Database)",".NET, Database, SQL"
966b193ba3554f94a42818200c814fe1,".NET Web Development (C#, MVC)","ASP.NET, MVC, .NET"
f920d7f99cff4ab79769305cff2fd529,.NET/ASP.NET Development (Signon ),"ASP.NET, MVC, .NET"
2e1cac017a37465586c575e3e22bc270,[HCM] Junior/Middle Tester,"Tester, UIUX"
856693504cda4d4f88269b2186a7c496,[HCMCần Thơ] System Admin (Linux/Cloud),"System, Admin, Linux, Cloud"
f24f9c3fd77c4d5ab37637fa69ed27bd,[HCMHNDN] Senior Shopify Dev (ReactJS),"ReactJS, JavaScript, JQuery"
f19151e72bde40d4b959183236029986,"[HN, HCM] Senior Data Architect ","Data, Data Analyst, Python, Agile"
6d88d65fb21a48ebbafa2f51959537c2,[URGENT] Senior Business Data Analyst(SQL),"Business, Data Analyst, Agile, English"
874c467ff2a741c2b5209f2183682c9e,_Backend Development (Python),"Python, Database, Business, Data Analyst"
861c211936584c258e3f0090d9662364,3D Games Artist,"Games, Designer"
41fef21dfe5e40fdaef72462086d3317,Agile Master  Technical Management,"Scrum, Agile"
74ec4ea61ea941e295caf68827b7e691,Agile PM (Project Management/Scrum),"Project, Management, Agile, Scrum"
831d860da4bb422b8520c581a538d376,AI Engineering,"Python, Java, Scala"
32720e7655d845118e8f8ebe78fb71b2,AI Engineering  Text Processing,"Python, AWS, Data, Data Analyst"
ef958661d09b4987abf0686b0cdc6040,AI Engineering (Computer vision/IOT/Python),"Database, Python, Blockchain"
804a6ced8f294a90ab8361e3756f6968,"AI Engineering (Python, C++, C#)","C#, Python, C++"
cca347b9df8d48d1a3c6673f13cb5b82,"AI Engineering (Python, SQL, Linux)","Python, Linux, SQL"
8dbc7c3344594a2c80af6ccda5e1ed38,All Level  DevOps Engineering ,"DevOps, Linux"
a95f8f0a9e0443bd9fbacf77303c4240,All level QA/QC Engineering (Manual Tester),"QA, QC, Tester"
1a187a8e686c4cb281c1871a09df6c82,"All Level QC Engineering (Manual, Tester)","QA, QC, Agile, Tester"
37a3275517d94167be3ecfc7a728f210,"All Levels Fullstack(.Net, Angular, SQL)",".NET, SQL, Angular"
6891a5c366af4017bee0c3c6554c21c6,"All Levels Golang Backend (Python, Java)","Golang, Python, Java"
84f90aeb94044e3480832c4757136d44,Analytics Product Owner,"Product, Management, Database, Business, Data Analyst"
8b67738e20834c2b89c3bef7570c1f7f,Android and iOS Mobile Developments,"Android, iOS"
d85e8424df1b41e9a23677f2e45d1537,"Android Dev (Java, Kotlin) ","Android, Java, Kotlin"
8ce35eb49a984474a40bf28ac70ab5d0,"Android Dev (Kotlin, Java, Mobile Apps) ","Android, Java, Kotlin"
01575a44795b49309a2313f048bc8973,Android Dev (UI UX) ,"Android, UIUX, Java"
fa79a4ecc2304aad905066fd43e48ed6,Android Development,"Android, Kotlin"
82775f6c0f29432cb9da29fb58da76e7,Android Development,"Android, Java, Kotlin"
9b1c66be97aa4f42a70b41e5c9326a3a,Android Development ,"Android, Kotlin, Flutter"
e134011e85bb42d695e05eaa9dcde6f8,Android Development ( Java/Kotlin ),"Android, Java, Kotlin"
3888ba7283444664b69d790888ed2bf0,Android Development (Flutter/Java/Kotlin),"Android, Java, Kotlin"
357215288c6e438b814fbbbc03d12ae1,"Android Development (Java, Cloud)","Android, Java, Cloud"
5acfba82489e4945a3cb210391bacab8,"Android Development (Java, Kotlin)","Android, Java, Kotlin"
3e215ed796544622b706534ac2a8ba86,Android Development (Java/Kotlin),"Android, Java, Kotlin"
aa8759af82d04548b2bb1950b57ba644,Android Development (Kotlin),"Android, Java, Kotlin"
f3a71c16492049ceacccb92438c45895,"Android Development (Kotlin, MVVM, Git)","Android, JSON, Kotlin"
167863f90e6047e588795b9d5ee5cea7,Android Development (React Native/Flutter),"Android, React, Native, Flutter"
2bffea31b9664f1c8ac6b1ef4707060f,"Android Developments (1,21,8net)","Android, Java, Kotlin"
21d1fdfca5ac4d07a2cbad16f47838d5,"Android Devs (Java, Kotlin)","Android, Java, Kotlin"
e212e4cedd96404ba39c748cb39bfddb,Android Engineering (Android /Kotlin),"Android, Java, Kotlin"
c55529865878492d90491bb19c3f251a,"Android Engineering, Kotlin ","Android, Java, Kotlin"
e8482c38694d46e6a22ce791197125fc,Android Mobile Apps Development,"Android, OOP, Java"
9350de431df24b6c865e1d292dbe4dd5,"Angular Dev (JavaScript, AngularJS)","Angular, AngularJS, JavaScript"
0ab0e61b3914476383343c0a9f9527be,Angular Development (JavaScript),"Angular, Database, JavaScript"
dd7f39fadbe7403692e6dd209847341c,"Angular Development (JavaScript, HTML5)","JavaScript, HTML5, Angular"
32c4671ec5f24cdb89538c7b91140c8f,Angular/ReactJS ,"Angular, JavaScript, ReactJS"
64cb94fe912a436aa40c9e3681ab132b,"App Development ( iOS,)","Android, JavaScript, iOS"
7a3a9dd4998d472ea063078253483ada,App Security Engineering (Java),"Java, Networking, Android"
e5015f22318f4ad79fd434102930e3c3,"App Support Engineering (Javascript,HTML)","JavaScript, HTML5, CSS"
04d67b1a1433442883fec911752dcd97,"Application Admin (ESB/API, Oracle, SQL)","Oracle, Database, SQL"
3689556e497345e9b6c1eba0884abf5b,"Application Development ASP.NET,C#,NodeJS","C#, NodeJS, ASP.NET"
028d020e41284f59a0efa03b840cd75c,Application Security Engineering,"Cloud, Java, AWS"
00ba1efdb1d642ea9d48d6412b63ad90,Arts," Web Designing , Computer Skills"
d11be92dfcbe491f99756731023aebb3,"ASP.NET Development (C#, MVC)","ASP.NET, C#, MVC"
14f05c8dcca441eeb550eae807bc9e02,"ASP.NET Developments (.NET, C#)","ASP.NET, C#, .NET"
e8dfd7f329204469a49e581de815912a,Automation Engineering,"Tester, JavaScript, Java"
dd50519afef343bd893fe17c1d53b132,Automation QA QC/ Tester (Senior  Lead),"QA, QC, English, Tester"
5c49754f62634648988e8d37a594e23a,"Automation QA/QC (Selenium,API)","QA, QC, Java, Tester"
3f16a66081e44af9b1bddd83b65c4f58,"Automation QA/QC (Tester, Java, C#)","QA, QC, Java, Tester"
4591479ba1e446e785be1f9f3d682b1b,"Automation QA/QC/Tester (Java, Selenium)","QA, QC, Java, Tester"
fa690115297547aeb6d9118ee1fe7358,"Automation QA/QC/Tester (Java, Selenium)","QA, QC, Java, Tester"
a3e65f452c164fad86011392b41504b8,Automation QA/QCmillionSIGNUP ,"Java, Tester, QA, QC"
652ea1b6c2d94e78a5eddfe56d2efdd7,"Automation QC (QA QC, Tester, SQL)","QA, QC, UIUX, Tester"
437d94f4e897438f9b8b46c4cfd53f17,Automation Tester (C#/ QA QC/ Java),"Tester, Java, QA, QC"
faabc5bbf0f04153b248217b1cacd3a5,Automation Tester (English),"Tester, English"
1d4d21ef62c640f1af18154df4477a51,Automation Tester (QA QC),"Tester, QA, QC"
dededef5dc944053b5077a5aef54f41c,"Automation Tester (QA QC, Python, .Net)","Tester, QA, QC"
05868167339e43ee914da7f17516b788,Automation Tester (QA QC/ UIUX & API),"Tester, UIUX, QA, QC"
ec6b3a245b7a44b7867ca8aee37269c6,Automation Tester(1Month Signing ),"QA, QC, English, Tester"
8086ee7a5ce8488e8aa86257194a586d,Automation Tester/ QA QC (Selenium),"Tester, Java, QA, QC"
c595d78b1bef4e6cb00742e9e0ff8538,Automation Testing," TestNG. Testing Framework  TestNG,  Data Driven,  Page Object model. Applications & Tools  Eclipse,  Postman Building Tool Version Control Continuous Integration  Maven  SVN  Jenkins Database  SQL Languages  SQL,  Java,  C++ Scripting Languages  HTML,  JavaScript Operating System  Windows Domain  Insurance,  ERP,  E-Commerce  "
2d0f1f7b4f4047f59f146959814ce6fb,Automation Testing,"Feature Driven MS Excel(FDD) Domain Industrial Automation,  Extreme Programming(XP),  Test-driven MS Excel (TDD) ,  Retail,  Banking,  Insurance,  Health care. Automation Framework Modular,  Data driven,  BPT,  Hybrid Test automation tool HP UFT,  TAF,  Load Runner,  Selenium,  Rational Robot,  DCMTK,  sikuli languages VB Script,  C++,  Python,  Shell Script Bug Tracking Tool Bugzilla,  Jira,  HP Quality Control,  AP Test,  Clear Quest Version management Clear case,  Win CVS,  SVN Database Oracle,  SQL server,  MySQL Network Protocols TCP/IP,  HTTP,  HTTPS,  VPN,  FTP,  LDAP Healthcare DICOM,  PACS"
87db1bbda28b4996bdc715b275a5984c,"automation, manual tester QA/QC all leve",".NET, HTML5, C#"
c1944b5ebe1d41b4a160beacc8f5187e,Automation/Manual Tester/QA QC (English),"Tester, English, QA, QC"
c592ce05cebc4c6b9ec56742ea353b93,Automotive E/E Architecture Engineering ,"Embedded, Software, Architect"
75782cbdb6a94e9287c64e35bbf5e9b1,"AVP, Technology Governance ","System, Engineering, HTML5, QA, QC"
150454a8d3454d2cbe249adbac2f0313,AWS Cloud Architect  Signing ,"AWS, Software, Architect, Cloud"
c00341604a2b49aa8c88aa4adee0ee1b,"AX Development (.NET, Software Architect)",".NET, Software, Architect"
29c8d6a23d90452288053520ac09061a,Azure Cloud Architect,"Cloud, Software, Architect, English"
b8ecfa2d1cb14b9a9a26322bddc573aa,BA IT/ Business Data Analyst IT,"Business, Data Analyst, English"
cbf8407547e5411b8a7a49c5916e7d2a,Back End Dev (Golang/Python/NodeJS),"NodeJS, Python, Golang"
a3ad33595c4745e3839eab7f3e58274f,Back End Developments (Ruby/Python),"Ruby, Python, PostgreSql"
8e521e2664a34465b2411a61bd598688,"Backend (JavaScript, NodeJS, Python)","JavaScript, NodeJS, Golang"
5ad58d38cc95475a8e15b8b0f3102e3a,"Backend (Spring, MySQL, Java)","Spring, MySQL, Java"
32818e2c92044d88bccd26b6ff784b15,"Backend .NET Development (C#, SQL Server)","C#, SQL, .NET"
4a0440d3da8b474390abe34081c5d005,"Backend .NET Development (C#, SQL)","C#, SQL, .NET"
8dc84ce2fdc542e29a0f00496213bdf0,"Backend Dev (.NET/ Java/ NodeJS, SQL)",".NET, NodeJS, Java"
099148b456444662859ed1334dbcfd0c,"Backend Dev (Golang, Java, NodeJs,...)","Golang, NodeJS, Java"
ea03b4fa205543debcf2b65b0f6288c1,"Backend Dev (Java, MySQL, Spring)","Java, Database, NodeJS"
c0e1fb003b0a425287b113f5b9f2d1aa,"Backend Dev (Java, Spring, SQL) ","Java, SQL, Spring"
7f406ab346d74bd2865b814109431cbb,"BackEnd Dev (Java,Spring,SQL) ","Java, SQL, Spring"
d32cf44415e742e69ac1bc511403a4ff,Backend Dev (Java/ NodeJS)  ,"Java, Python, NodeJS"
822ee61b5ffe4a21b79bbfb1345210eb,"Backend Dev (NodeJS, JavaScript, HTML5)","NodeJS, HTML5, JavaScript"
d91b88380d3349f4b87587f9a7b75381,"Backend Dev (NodeJS, MySQL)","NodeJS, MySQL, PHP"
79c5e079f1234eb2a1b1978b340d6e96,"Backend Dev (NodeJS, Typescript) ","NodeJS, SQL, JavaScript"
06c2f55dc3144d91bca3163620ca1032,"Backend dev (PHP, JavaScript, SQL)","PHP, SQL, JavaScript"
5c2d659f14c948aea5b674f83473ac8d,BACKEND DEV (PHP/NodeJS/Lavarel) ~1.4,"PHP, NodeJS, Laravel"
970b54915bf941e9a04d7f4b8fb594e5,"Backend Dev (Python, SQL, Linux)","Python, Linux, SQL"
d30f9ff0eef14e71891b1486c0d95f89,Backend Dev (Python/Golang/Any ),"Python, Ruby, Golang"
f7becd7518784a07b9b5ff43528bf16e,Backend Dev (Python/NodeJS/JavaScript),"Python, JavaScript, NodeJS"
4fd192b22eb14d35960c1b169e5f277f,Backend Dev NodeJS/JavaScript/TypeScript,"NodeJS, MySQL, JavaScript"
97a5169eb91a4828bd5eff26b92a0117,"BackEnd Development (.NET, C#, SQL)",".NET, C#, SQL"
0c8e745d0ab74803ade321bcadaf8f15,"Backend Development (.Net, MVC, ASP.NET)",".NET, MVC, ASP.NET"
8249c12b03fe49e9837b1b95db38ad2e,Backend Development (Golang),"Golang, PostgreSql, English"
203ffd58dffd4cf4909edff76aa91433,"BackEnd Development (Golang, Java, NodeJS)","Golang, NodeJS, Java"
d3cb371ea6f143c1a015a34aea2c7b17,Backend Development (Golang/Java/MySQL),"Golang, MySQL, Java"
67a92f45a6024b24b23a463df9edf4cb,"Backend Development (Java, Golang, PHP)","Java, PHP, Golang"
895b17946e3143e4a0a1dc4439ff9be2,"Backend Development (Java, Linux)","Java, MySQL, Linux"
6adaf02d67e348408ca453b7d5a5cac7,"Backend Development (Java, PHP, NodeJS)","Java, NodeJS, PHP"
d029737ce260445c9aef5b66ce1547e6,"Backend Development (Java, Spring)","Java, SQL, Spring"
ec58cd2539f34322aa7c0da7b0271912,Backend Development (Java/Golang/NodeJS),"Java, NodeJS, Golang"
f06df466b289466b8c802bfdbe9bde3b,"Backend Development (Java/NodeJS, MySQL)","Java, MySQL, NodeJS"
3064376e611a422cbcfe3c303b7755c0,"Backend Development (JavaScript, Golang)","JavaScript, Python, Django"
67c931cf62584d429b56704987603f55,Backend Development (Nodejs + NestJs),"NodeJS, DevOps, VueJS"
dcc56ca6063b45fda17088e879c6df82,Backend Development (NodeJS),"NodeJS, Agile, JSON"
8017f3bb17f0460299d43cdbc5502585,"BackEnd Development (NodeJS, JS, mysql)","NodeJS, Database, DevOps"
2161a164080d4c9b9e46d0dd7c434209,"Backend Development (NodeJS, PostgreSQL)","NodeJS, Database, PostgreSql"
278995776552409da4d3b175d6ea11a2,"Backend Development (NodeJS, SQL, NoSQL)","NodeJS, SQL, NoSQL"
30e919f370f241b9ba5843fce4fb03a5,Backend Development (NodeJS/ExpressJS),"NodeJS, SQL, JavaScript"
8a5db77d3ac54548b68049efae80ad13,"Backend Development (PHP, Java, AWS)","PHP, Java, AWS"
5d06568941ce40bca6a27c03d0d2faba,"Backend Development (PHP, Laravel)","PHP, Laravel, Angular"
bb1ff370cceb44aa947c847ce334c9b4,"Backend Development (PHP, Laravel, MySQL)","PHP, MySQL, Laravel"
ed0c36759d21416485d4b77750e03232,"Backend Development (PHP, Python, MySQL)","PHP, Python, MySQL"
15a455efbb874fd3ac475860b471481e,Backend Development (PHP/Laravel),"PHP, Laravel"
535df3b6b41e4905adc39374ff049a5e,Backend Development (PHP/NodeJS/MySQL),"PHP, MySQL, NodeJS"
2853f635ac9842118358964d0590c0a7,"Backend Development (Python, NodeJS, PHP )","Python, NodeJS, PHP"
41b355b6bbae425db9848bb3ffb210de,"BackEnd Development (Ruby on Rails, AWS)","Ruby, on, Rails, JavaScript, AWS"
081109cea5304d939d11252b8ea6cee1,Backend Development (Ruby On Rails/MySQL),"Ruby, on, Rails, MySQL, AWS"
7841bc7941e54b338abd816f1d84a930,Backend Development (Ruby/Python),"Ruby, Python, Ruby, on, Rails"
723b9ebdcb9b46f98354336bae8e62a4,"Backend Development [Rails, PHP]","Ruby, on, Rails, PHP"
fbaa906ab6e94deb8433c7fd2b41407d,Backend Development(PHP/MySQL/CodeIgniter),"PHP, MySQL, ReactJS"
7cc99cae091848eb90a3adb042082241,"Backend Development(Python, Django, Linux)","Python, Linux, Django"
6364219d4ef64395b8143f7a900b3cbb,"Backend Developments (Java, Spring)","Java, Spring"
9d0b578152fe457484189da56b5d9f66,"Backend Developments (PHP, MySQL)","PHP, MySQL, Laravel"
435aab183c1340c1a5cab7ed645fb9c9,"Backend Engineering (Golang, Python, SQL)","Python, Golang"
e531b71948374774bc144346f7593fce,Backend Engineering (Java or C++)_All Level,"Java, OOP, NoSQL"
1c35ae73b4964154845096192c0bf869,Backend Engineering (Java/Go/Python/NodeJS),"Java, Python, Golang"
4440239d82304dbcaab167a15b1d0a9c,Backend Engineering (Open to All Levels),"Java, C++, .NET"
b2cd63b158d2493488131d61dd0a9429,"Backend Engineering (PHP, Nodejs, Go)","PHP, NodeJS, Golang"
7e4ee21deb8647f885ab401390ca5449,Backend Engineering (Python/English/Scala),"Python, English, Scala"
2127cbce4e0c45f69752042981232b16,Backend Engineering (Rust)  up to 4,"DevOps, Python, Golang"
41789ea6b23343e7aee657265ca36c0b,Backend Java Development (AWS),"Java, AWS, Spring"
c8ee5fb5d0ea4af39da80f98ea4303fc,Backend Lead ( Python/Golang/NodeJS),"NodeJS, Python, Golang"
fd5e9b137b6d4b50ad1a277ffdfb08ad,Backend Lead ( Python/Golang/NodeJS),"Team, Leader, Python, Golang"
57150a27745e4195a29cea1ce2d10a4d,"Backend Leader (Java, Kotlin, Spring)","Java, Team, Leader, Spring"
7e320228aca347b9a1945edd459ebce6,"Backend NodeJS (PHP, Linux, MySQL)","NodeJS, MySQL, PHP"
a2ddecce12a74a309bf236990bce908f,"Backend NodeJS (PostgreSQL, Typescript)","NodeJS, PostgreSql, JavaScript"
d01c760c0fd342b28e32a8e2f985e4bc,Backend NodeJS Development,"NodeJS, MySQL"
be10392d2bba45f7b9362d8f7e9178e4,Backend PHP Dev (Laravel/SQL),"PHP, SQL, Laravel"
bcc352532e7346dba0eb13b4f6c2acbe,Backend Software Engineering(Ruby On Rails),"Ruby, on, Rails, Ruby, English"
b08aaecc897b4d528aa296f6c9f6001c,Backend Technical Leader (Java),"Java, Team, Leader, JavaScript"
22865be6f2e041beb89e4418784d0ea0,BI Reporting& Analytics Management(English),"Data, Data Analyst, Team, Leader, English"
c91f0a3c37b84b7d842c41e14563a6d1,"BigData Engineerings (Java, Scala, SQL)","Java, SQL, Scala"
20119e1166a9442c8739bd5c3be82d5e,Blockchain," C++,  Python,  Node,  Angular,  React Culturally fit for startup environment MongoDB,  PostGresql,  MySql Enthusiastic to learn new technologies AWS,  Docker,  Microservices Blockchain,  Protocol,  Consensus "
a7ce6c9b64794e308534fcc11181c815,Blockchain," C++ ,  java Operating Systems: Windows XP,  Apex,  Visualforce,  Database: Mysql,  Framework: Django,  Technologies: Salesforce.com (Administration and MS Excel),  Force.com,  Salesforce CRM,  Blockchain Website Designing: HTML5,  CSS3"
