id,Career,Skills
c90260c8625d498fb3d2145a03fc3af0," Web Development (AngularJS, CSS, React)","AngularJS, CSS, ReactJS"
677a807564bb4ef6be5cb862f5851969, Web Development (ReactJS/ .Net),"ReactJS, .NET"
306232cfdf5d4c4c9072003c335ee2b6, Wordpress Development,"Wordpress, HTML5, JavaScript"
b36989dd048d4bbb9c2e13a9a06f760c,Java Dev  ,"Java, AWS, Spring"
7594bebf69824bfd8615c46237ce29c6,PHP Development (JavaScript/ CSS),"PHP, CSS, JavaScript"
24f964dc205f4c07854d51e1d24ecdf7,(HCM) Project Management,"Project, Management, English, Business, Data Analyst"
41a5a037ddf040c997ff3c89db39a239,(HNHCM) Quality control/Tester,"QA, QC, SQL, Tester"
046e6ab642904c22b9b797c1297679b6,"(Jr/Sr) QA Engineering, KMS Labs  ","QA, QC, English, Tester"
a8483074684343a1bd0e0a12d3b0b683,(Jr/Sr/Principal) .NET Development  ,".NET, C#, ASP.NET"
47fbf859288040b494bb17fdc555a141,(Jr/Sr/Principal) Java Development ,"Java, JavaScript, Spring"
ad377962ca9e491ab44cf7496f3dbe10,(Junior/Senior) Business Data Analyst,"Business, Data Analyst, UIUX"
8147fe42d6f7409e84cf527bf38e44a4,(Junior/Senior) Test Engineering  ,"Tester, English, QA, QC"
3103fa0066e44b73b9979a095bd1bbc6,(Junior/Senior) UX/UI Designer,"UIUX, Designer"
f3679c50c2644d2491ce28aba73227a1,(Mid/Sr) NodeJS Engineering ,"NodeJS, MySQL, Database"
35cba1d0ca4c4bfbb45916c7c5a4ba19,(Senior) Business Data Analyst,"Business, Data Analyst, Agile, English"
223a3750df5842ab83cb6fbdb4c63849,(Senior) Product Owner,"Product, Management, UIUX"
257d57173cb1427492002714554e5bd6,(Senior) Product Owner,"UIUX, Designer"
f94a7a2fd43649cbb9eef444be774275,(Senior) QC Engineering (Tester),"Tester, QA, QC"
bb44d3cc6c634ae0928b32e82c7bc212,"(Senior) UI/UX Designer, Zalo Cloud","UIUX, Designer"
a013c2c732ff4de39eef09b20eabd2b4,(Senior/Middle) Java Development,"Java, AWS, Spring"
03f9f18dd59643a7983e0554b0e7ff5c,(Senior/Midsenior) UI/UX Designer ,"UIUX, Agile, Team, Leader"
3e48712dd071438894dbe0335052ca91,.NET Backend Development (Agile/Scrum),".NET, Agile, Scrum"
f8dfb74a53db496b99c96d0d56d2bb09,.NET Core (C#/ASP.NET/Java),".NET, Java, ASP.NET"
29578ccf60a34996b487717c788b68a1,.NET Core Development ,".NET, ASP.NET"
d75da7bd8e174445870ac6ec9bdcaa77,.NET Dev ,".NET, C#, AWS"
52bcc9c5d8b14858b800bbf957b9b9d4,.NET Dev (.NET Core MVC/SQL/JavaScript),".NET, SQL, JavaScript"
71ee79585d824c9995dadbae48798488,".NET Dev (.NET Core, C#) ",".NET, C#, ASP.NET"
ad2920ee38bc42618a9964be3d49a37c,".NET Dev (.NET Core, C#)  ",".NET, C#, ASP.NET"
7aa29c5ada934094b0bbffc01addd715,.Net Development,".NET, C#, Java"
f19686302ee24bf18ede9b90a5783370,.NET Development,".NET, MySQL, SQL"
13f58a841612451c9e8c9325a75a1731,.NET Development,".NET, HTML5, CSS"
ffb5340ebfb24e0f97036391996718c6,.Net Development  ,"C#, ASP.NET, .NET"
1b34f23c66e0480fbd0b57f8c9a85e88,.NET Development  Signing  3M VND,".NET, English, ASP.NET"
f4f8f49637a44e6e91d25ed582fa8607,.NET Development (All Levels) ,".NET, JavaScript, ASP.NET"
ecf3b9d2f2fe4c8da4cc33acf17ed9c5,".NET Development (ASP.NET, .NET, C#)",".NET, C#, ASP.NET"
86199ffdd878465cb91eb5ec2f8f1bd0,".NET Development (ASP.NET, SQL)",".NET, SQL, ASP.NET"
b29feacb93384aa4a01db9ebffd92320,".NET Development (C#, .NET/Core)",".NET, C#, ASP.NET"
f302ec63635f445bad0567713091f4ba,".NET Development (C#, ASP.NET)","ASP.NET, C#, JavaScript"
c350ab6a6b1343d7b96791e289a7ae1d,".NET Development (C#, ASP.NET) min 12",".NET, C#, ASP.NET"
86fa65b724554a41ba6522b8543df339,".NET Development (C#, ASP.NET, SQL)","C#, ASP.NET, .NET"
441774e8689f4fe6a652c9c6869529c8,".NET Development (C#, ASP.Net, SQL)",".NET, C#, SQL"
d5e2486326a04be9b264590da3a07c4f,".Net Development (C#, JavaScript)",".NET, C#, JavaScript"
30a9de0498154fbb8daa85803272314a,".Net Development (C#, Senior/Middle)",".NET, C#, ASP.NET"
c54ecaa80967460e8c73952dce45cfa7,".NET Development (C#, SQL)","C#, SQL, .NET"
a8f92c10d4594a7f969705571fd27e98,".NET Development (C#, VB, SQL) ",".NET, MySQL, HTML5"
ca59a2fa4e824e5dac69d61081b80f80,".NET Development (C#, Winform)",".NET, C#, SQL"
6eff82c911c747f2a5d5955b5ae518ca,".NET Development (C#, WINFORM)",".NET, Python, C#"
dafd519294e14db3bbdc0521c61e1554,.NET Development (C#/VB/NodeJS),".NET, C#, NodeJS"
f8bf9b2ded1f4e42af9b6042aa6bee53,".NET Development (Java, JavaScript)",".NET, JavaScript, Java"
fab4b880067b4b3abc1d1fa6f2f2a3bc,".NET Development (MVC, SQL)",".NET, MVC, SQL"
32bb1620f90343dc8d47ea0e3876c9ef,.NET Development Full 13th salary & ,".NET, English"
57db9adee8884b35809dc31e82b15dec,".NET Development3,,d SIGNUP ",".NET, JavaScript"
a666ce826b8d4f1a932e93cacbca0583,".NET Devs (C#, ASP.NET)  Up to 12",".NET, C#, ASP.NET"
f63e86230e2d46fc97c832a7a5a6d768,.NET Fullstack Development & Reporting Dev,".NET, C#, Angular"
841fab9fadcb487b8271caeaf27f54f5,.NET Software Engineering ,".NET, C, Java"
53f8194aacec4cc49771e1907ffa7e22,".NET Software Engineering (SQL, Database)",".NET, Database, SQL"
966b193ba3554f94a42818200c814fe1,".NET Web Development (C#, MVC)","ASP.NET, MVC, .NET"
f920d7f99cff4ab79769305cff2fd529,.NET/ASP.NET Development (Signon ),"ASP.NET, MVC, .NET"
54a0e56cea7e4707a44c752015ecdee1,Junior Flutter Development,"Flutter, PHP"
bb0e0053417544e7acaaaa108aac1e5f,"Junior Games Development (HTML, JavaScript)","Games, HTML5, JavaScript"
621482c874fb4fec9c771086fd7e29f0,"Junior Mobile Development (iOS, Swift)","iOS, Objective, C, Swift"
ddd01f4899d4499895c15b88ce5b8537,Java Engineering ,"Java, SQL, J2EE"
230cd567755642d7b55b15abd8c453e8,Senior QA/QC ,"QA, QC, Tester"
b424d8c3319b4b659fba0523d313f7b8,Senior/Junior PHP Development,"PHP, MySQL, Laravel"
ad98cd1ac1214a47b1342ffde4fe04a3,"Manual Tester (SQL, QA/QC) ","Tester, SQL, QA, QC"
2e1cac017a37465586c575e3e22bc270,[HCM] Junior/Middle Tester,"Tester, UIUX"
856693504cda4d4f88269b2186a7c496,[HCMCần Thơ] System Admin (Linux/Cloud),"System, Admin, Linux, Cloud"
f24f9c3fd77c4d5ab37637fa69ed27bd,[HCMHNDN] Senior Shopify Dev (ReactJS),"ReactJS, JavaScript, JQuery"
f19151e72bde40d4b959183236029986,"[HN, HCM] Senior Data Architect ","Data, Data Analyst, Python, Agile"
6d88d65fb21a48ebbafa2f51959537c2,[URGENT] Senior Business Data Analyst(SQL),"Business, Data Analyst, Agile, English"
874c467ff2a741c2b5209f2183682c9e,_Backend Development (Python),"Python, Database, Business, Data Analyst"
d807403eb5aa4f14bcd28f42eeeffdc7,.Net Development   15,".NET, C#, SQL"
3f16a66081e44af9b1bddd83b65c4f58,"Automation QA/QC (Tester, Java, C#)","QA, QC, Java, Tester"
d32cf44415e742e69ac1bc511403a4ff,Backend Dev (Java/ NodeJS)  ,"Java, Python, NodeJS"
970b54915bf941e9a04d7f4b8fb594e5,"Backend Dev (Python, SQL, Linux)","Python, Linux, SQL"
9d0b578152fe457484189da56b5d9f66,"Backend Developments (PHP, MySQL)","PHP, MySQL, Laravel"
4e4ce74bf9f6442499941993df8394fa,Business Data Analyst (BA/ English)~16,"Business, Data Analyst, UIUX, English"
2d525c7e701347d39a3e62a787d97a47,Business Data Analyst (Tester/ERP/BA),"Business, Data Analyst, ERP, Tester"
2ea0fabbe7a64e56b632908caabed142,Business Intelligence/Data Data Analyst,"SQL, Database"
685d19c7ce6542dc87815254f04376a6,"Games Developments (Unity, HTML5)","Games, HTML5, Unity"
e2db6191692441e1910d9c0858b1443b,"Java Developments (J2EE, OOP)","Java, OOP, J2EE"
377a3fb62aad4f01a99f56548f2a5454,Product Managements,"Product, Management, Project, Management, Business"
e57086f697c849449dcbdd266a231b85,"Python Developments (Django, jQuery)","Python, Django, JQuery"
8150a45a6ad14d9187633d1f40f2d544,"React Native Devs (ReactJS, VueJS)","React, Native, ReactJS, VueJS"
e376aa8fec0343d9845498b6f5a56e2c,Tester (QA QC),"Tester, QA, QC"
bda8b73e28ac4922ae8d99d6f03ea4ed,"Tester (QA QC, SQL) ","Tester, SQL, QA, QC"
b8b9411eb6064834818df279b8dd7150,"Unity Game Development (C#, UIUX)","Unity, C#, Games"
e3f3606225a64eb091b73fcc7a22070e,".NET Dev (ASP.NET, Oracle) ","ASP.NET, Oracle, .NET"
34e91dee55d74262abf2b5691bf899db,.NET Development(C#/ ASP.NET ) ,".NET, C#, ASP.NET"
535df3b6b41e4905adc39374ff049a5e,Backend Development (PHP/NodeJS/MySQL),"PHP, MySQL, NodeJS"
84191dd749844b90998b117bc3f96e2b,Business Data Analyst (BA),"Business, Data Analyst, QA, QC"
19a621376aba41b09a0245f94ed5a304,"Fullstack Devs (JavaScript, PHP, SQL)","JavaScript, SQL, PHP"
56f404620a0748a6ba310304e5204d04,"Jr. PHP Developments (HTML, Javascript)","PHP, HTML5, JavaScript"
cbad0539275546c0ab85322a9130783a,"Jr/Sr Manual Tester (SQL,QA QC)","Tester, SQL, QA, QC"
e66b37447fb54717b5efd80607e59bdc,Junior PHP Dev (Laravel/Yii2) ,"PHP, JavaScript, Laravel"
24bf0adbcee244eeb037e03feab8eed9,Mid  Senior Automation QA QC/Tester ,"QA, QC, English, Tester"
b6df023b53b34da08075ff3cbad67bde,Software Developments (C#/PHPLaravel),"PHP, C#, Laravel"
a49829d1e2294b67ba24bbc7561f3675,Business Data Analyst ( Logistic  3PL) ,"Business, Data Analyst, Database, ERP"
9c321e80a7f8457ba08341dca0a9e1ed,".NET Dev (ASP.NET, C#)  ",".NET, C#, SQL"
f4c205cde99d4cd2a8494c9649e04630,".NET Development (C#, .Net, SQL) ",".NET, C#, SQL"
84782ad3c94b4c29987b13552479e7cc,Developments (PHP/NodeJS/HTML),"PHP, HTML5, NodeJS"
34e238739ef04e26a25d7134b5d08764,"Fr/Jr/Sr .NET Dev (ASP.NET, C#)",".NET, C#, ASP.NET"
328ec9e590bf4473a2b129deb1a18216,"Jr/Mid/Sr Backend Dev (Node JS, SQL)","NodeJS, SQL, English"
c58cd958509940a88df17a7a5cae75b5,Mid/ Senior Frontend Dev (ReactJS),"ReactJS, JavaScript, VueJS"
c4c1846cea2f405d92589a2750622c4b,Mobile Apps (Android/iOS),"Android, Java, iOS"
54d407e3484743e69832aed3d4876ff0,PHP Development (Laravel) ,"PHP, JavaScript, Laravel"
2c1e99cf58b74548b794e0cf9469d4f5,Web Dev ( .NET/ C#/ ReactJS) ,".NET, C#, ReactJS"
cc0b08faec9d436996636b72b5edb66e,"PHP Devs (OOP, MySQL)","PHP, MySQL, OOP"
c1fc6793ac7e45a4a883cec3ba36747e,System/Business Data Analyst,"Business, Data Analyst, Java, QA, QC"
6adf7fb5656541a0b5420fb20983b500,Tester (QA QC)  ,"Tester, SQL, QA, QC"
78b12542e439410aa57905c70d7242a7,"Web Development (C#, .NET)",".NET, C#, Games"
a6c03fce71ae4e5da309e5af05b7b784,.NET Development,".NET, C#, MVC"
00fb819a17934596a814eaa91bb50b11,".NET Development (C#, HTML5)",".NET, HTML5, C#"
c91f0a3c37b84b7d842c41e14563a6d1,"BigData Engineerings (Java, Scala, SQL)","Java, SQL, Scala"
549ba5c197294a1398360ac58d4d4ff8,MidSenior  PHP Developments (24M),"PHP, JavaScript, Laravel"
810bee2480984c93ae5027a0ac474890,MidSenior Java Backend (ERP/English),"Java, ERP, English"
413ea89014f2476382e8400cb40d35ac,Mobile Dev (React Native),"React, Native, ReactJS, .NET"
874d64ef20674eb2a3a5b1d08276663f,Mobile Native Development (Android iOS),"React, Native, Android, iOS"
9094790be3cc460e83c291738c15a265,"NodeJS Dev (Javascript, English)","NodeJS, MySQL, NoSQL"
b6bb98914d6a4e2bad1e506ba1b10b3a,"React Developments (JavaScript, .Net)","ReactJS, JavaScript, .NET"
c8def1134e2e4c698589d1b039ba5460,Software Development (.NET/ PHP/ Java),".NET, Java, PHP"
6b46f915d30b41cc866004c8496ae1f8,"Java Devs (Javascript, SQL)","Java, SQL, JavaScript"
ee00d63497ee492cb34e279f6e41e677,"Junior Java Dev (Spring, AngularJS)","Java, AngularJS, Spring"
6364219d4ef64395b8143f7a900b3cbb,"Backend Developments (Java, Spring)","Java, Spring"
e8803b4b5c68420c9cae696c6e497325,".NET Development (C#, .NET, ASP.NET MVC)",".NET, C#, ASP.NET"
df909994e9b04f4993624fd027866deb,Business Data Analyst (Agile),"Business, Data Analyst, Agile, Team, Leader"
7ec270a7daae409a9157443a1780fe89,Ruby on Rails Developments ,"Ruby, on, Rails, HTML5, CSS"
42da5ab1c655432bb1a797ed0b09a071,Tester QA/QC  Upto 25Tr,"Tester, QA, QC"
e1c30de64818401d9b498eee931fa674,Business Data Analyst All Lvl (NoSQL/SQL),"Business, Data Analyst, SQL, NoSQL"
f0e56f185ae6473982a7038b2fcce1f2,"Front End (Angular, ReactJS, VueJS)","Angular, ReactJS, VueJS"
9f46237983a94ae789b20afa834eac96,".NET Development (C#, ASP.NET, MVC)",".NET, C#, ASP.NET"
fec153cce3fc41508667766d3162a63e,"DevOps Engineerings (AWS, Linux) up ","DevOps, Linux, AWS"
55cb5e0f7ded449c8eecba4a3e9dc40c,Frontend Dev (ReactJS/JavaScript),"ReactJS, JavaScript, React, Native"
7769fc1a24164767ab445094760de832,Java Development (Spring/SQL)  ,"Java, SQL, Spring"
dc76a96308d54dd48cbadf5098b934a5,Mobile Devs (Android/iOS)   15,"Android, Swift, Kotlin"
1a65290d5610422abe9215a8ea3408a2,Senior Angular FrontEnd,"Angular, UIUX, JavaScript"
51a9068e767645778d55fe8fd75598cf,Senior Business Data Analyst (Agile),"Business, Data Analyst, Agile, Project, Management"
1077c7d3952b46b2a7213418dec2b86e,Senior Full Stack Development,"PHP, MySQL, OOP"
5db638843b4640f89a082bfe34b495b3,"Sr Backend Developments (PHP, Golang)","PHP, Java, Golang"
b97942dcf06044ba9b168a7c183fef68,"Web Dev(Java,Javacript,MVC) 1","Java, MVC, JavaScript"
11d536c635494c8381aec72d595bb93e,"Java Engineering (Spring, MVC) Upto 6Tr","Java, MVC, Spring"
861c211936584c258e3f0090d9662364,3D Games Artist,"Games, Designer"
be14f2ee96314fc78839d94ccd51094c,Project Leaders (Japanese/English),"Project, Management, Japanese, English"
ae1bbd938c1e4842a9989c6cc0a220dd,".NET Backend (.Net Core,C#,SQL,Azure)",".NET, C#, ASP.NET"
0d2c49417e974bd7acbba9244a9ed170,"Frontend Dev (JavaScript, ReactJS)","ReactJS, JavaScript"
e5f65677270f4b4aa1f12e13e2858293,"Java Backend Dev (AWS, up to )","Java, English, AWS"
f2603b4ea4c04cf7897db111d2657776,Java Developments(1Month Signing ),"Java, English, ReactJS"
4cc6584a7e994f7c90049aec83f9ce02,Java/.Net Development ( ),"Java, OOP, .NET"
84e7ecca9bf34571ba16bdc353f484ed,Junior PHP Development (MySQL),"PHP, JavaScript, JQuery"
b83b6ae1389a4d82970f0465c0aa1acf,NodeJS Backend (Junior/Senior/Lead),"NodeJS, MySQL, JavaScript"
7c1a110247114134aea393cfa67427d7,NodeJS Developments/ReactJS/ VueJS,"NodeJS, ReactJS, VueJS"
b49bdc1705674c81859fe7e7a1638c04,"PHP Developments(Laravel,CakePHP)","PHP, HTML5, JavaScript"
cc6ee145bd7e41a48495e692ebcc1ede,"Senior PHP Development (MySQL, OOP)","PHP, MySQL, OOP"
ad60dbfd71f541bc95dc7960fc8cc047,Frontend Dev (ReactJS/Angular/VueJS),"ReactJS, Angular"
9b17cb47082d44c3a300f01400efc75f,"Web Dev Fullstack (JavaScript,ReactJS)","JavaScript, HTML5, ReactJS"
533c411bb798405b96e11147711939c7,"Senior PHP Development (Laravel, MySQL)","PHP, MySQL, Laravel"
c2719cf121b34c1b95d3dcd011e89839,"Java Dev (Spring, MySQL, PostgreSQL)","Java, MySQL, Spring"
af062355cc984e5fa2efd17578cd386a,PHP Dev (Laravel/MySQL) ~37M,"PHP, MySQL, Laravel"
41fef21dfe5e40fdaef72462086d3317,Agile Master  Technical Management,"Scrum, Agile"
74ec4ea61ea941e295caf68827b7e691,Agile PM (Project Management/Scrum),"Project, Management, Agile, Scrum"
831d860da4bb422b8520c581a538d376,AI Engineering,"Python, Java, Scala"
32720e7655d845118e8f8ebe78fb71b2,AI Engineering  Text Processing,"Python, AWS, Data, Data Analyst"
ef958661d09b4987abf0686b0cdc6040,AI Engineering (Computer vision/IOT/Python),"Database, Python, Blockchain"
804a6ced8f294a90ab8361e3756f6968,"AI Engineering (Python, C++, C#)","C#, Python, C++"
cca347b9df8d48d1a3c6673f13cb5b82,"AI Engineering (Python, SQL, Linux)","Python, Linux, SQL"
8dbc7c3344594a2c80af6ccda5e1ed38,All Level  DevOps Engineering ,"DevOps, Linux"
a95f8f0a9e0443bd9fbacf77303c4240,All level QA/QC Engineering (Manual Tester),"QA, QC, Tester"
1a187a8e686c4cb281c1871a09df6c82,"All Level QC Engineering (Manual, Tester)","QA, QC, Agile, Tester"
37a3275517d94167be3ecfc7a728f210,"All Levels Fullstack(.Net, Angular, SQL)",".NET, SQL, Angular"
6891a5c366af4017bee0c3c6554c21c6,"All Levels Golang Backend (Python, Java)","Golang, Python, Java"
84f90aeb94044e3480832c4757136d44,Analytics Product Owner,"Product, Management, Database, Business, Data Analyst"
8b67738e20834c2b89c3bef7570c1f7f,Android and iOS Mobile Developments,"Android, iOS"
d85e8424df1b41e9a23677f2e45d1537,"Android Dev (Java, Kotlin) ","Android, Java, Kotlin"
8ce35eb49a984474a40bf28ac70ab5d0,"Android Dev (Kotlin, Java, Mobile Apps) ","Android, Java, Kotlin"
01575a44795b49309a2313f048bc8973,Android Dev (UI UX) ,"Android, UIUX, Java"
fa79a4ecc2304aad905066fd43e48ed6,Android Development,"Android, Kotlin"
82775f6c0f29432cb9da29fb58da76e7,Android Development,"Android, Java, Kotlin"
9b1c66be97aa4f42a70b41e5c9326a3a,Android Development ,"Android, Kotlin, Flutter"
e134011e85bb42d695e05eaa9dcde6f8,Android Development ( Java/Kotlin ),"Android, Java, Kotlin"
3888ba7283444664b69d790888ed2bf0,Android Development (Flutter/Java/Kotlin),"Android, Java, Kotlin"
357215288c6e438b814fbbbc03d12ae1,"Android Development (Java, Cloud)","Android, Java, Cloud"
5acfba82489e4945a3cb210391bacab8,"Android Development (Java, Kotlin)","Android, Java, Kotlin"
3e215ed796544622b706534ac2a8ba86,Android Development (Java/Kotlin),"Android, Java, Kotlin"
aa8759af82d04548b2bb1950b57ba644,Android Development (Kotlin),"Android, Java, Kotlin"
f3a71c16492049ceacccb92438c45895,"Android Development (Kotlin, MVVM, Git)","Android, JSON, Kotlin"
167863f90e6047e588795b9d5ee5cea7,Android Development (React Native/Flutter),"Android, React, Native, Flutter"
2bffea31b9664f1c8ac6b1ef4707060f,"Android Developments (1,21,8net)","Android, Java, Kotlin"
21d1fdfca5ac4d07a2cbad16f47838d5,"Android Devs (Java, Kotlin)","Android, Java, Kotlin"
e212e4cedd96404ba39c748cb39bfddb,Android Engineering (Android /Kotlin),"Android, Java, Kotlin"
c55529865878492d90491bb19c3f251a,"Android Engineering, Kotlin ","Android, Java, Kotlin"
e8482c38694d46e6a22ce791197125fc,Android Mobile Apps Development,"Android, OOP, Java"
9350de431df24b6c865e1d292dbe4dd5,"Angular Dev (JavaScript, AngularJS)","Angular, AngularJS, JavaScript"
0ab0e61b3914476383343c0a9f9527be,Angular Development (JavaScript),"Angular, Database, JavaScript"
dd7f39fadbe7403692e6dd209847341c,"Angular Development (JavaScript, HTML5)","JavaScript, HTML5, Angular"
32c4671ec5f24cdb89538c7b91140c8f,Angular/ReactJS ,"Angular, JavaScript, ReactJS"
64cb94fe912a436aa40c9e3681ab132b,"App Development ( iOS,)","Android, JavaScript, iOS"
7a3a9dd4998d472ea063078253483ada,App Security Engineering (Java),"Java, Networking, Android"
e5015f22318f4ad79fd434102930e3c3,"App Support Engineering (Javascript,HTML)","JavaScript, HTML5, CSS"
04d67b1a1433442883fec911752dcd97,"Application Admin (ESB/API, Oracle, SQL)","Oracle, Database, SQL"
3689556e497345e9b6c1eba0884abf5b,"Application Development ASP.NET,C#,NodeJS","C#, NodeJS, ASP.NET"
028d020e41284f59a0efa03b840cd75c,Application Security Engineering,"Cloud, Java, AWS"
00ba1efdb1d642ea9d48d6412b63ad90,Arts," Web Designing , Computer Skills"
d11be92dfcbe491f99756731023aebb3,"ASP.NET Development (C#, MVC)","ASP.NET, C#, MVC"
14f05c8dcca441eeb550eae807bc9e02,"ASP.NET Developments (.NET, C#)","ASP.NET, C#, .NET"
e8dfd7f329204469a49e581de815912a,Automation Engineering,"Tester, JavaScript, Java"
dd50519afef343bd893fe17c1d53b132,Automation QA QC/ Tester (Senior  Lead),"QA, QC, English, Tester"
5c49754f62634648988e8d37a594e23a,"Automation QA/QC (Selenium,API)","QA, QC, Java, Tester"
4591479ba1e446e785be1f9f3d682b1b,"Automation QA/QC/Tester (Java, Selenium)","QA, QC, Java, Tester"
fa690115297547aeb6d9118ee1fe7358,"Automation QA/QC/Tester (Java, Selenium)","QA, QC, Java, Tester"
a3e65f452c164fad86011392b41504b8,Automation QA/QCmillionSIGNUP ,"Java, Tester, QA, QC"
652ea1b6c2d94e78a5eddfe56d2efdd7,"Automation QC (QA QC, Tester, SQL)","QA, QC, UIUX, Tester"
437d94f4e897438f9b8b46c4cfd53f17,Automation Tester (C#/ QA QC/ Java),"Tester, Java, QA, QC"
faabc5bbf0f04153b248217b1cacd3a5,Automation Tester (English),"Tester, English"
1d4d21ef62c640f1af18154df4477a51,Automation Tester (QA QC),"Tester, QA, QC"
dededef5dc944053b5077a5aef54f41c,"Automation Tester (QA QC, Python, .Net)","Tester, QA, QC"
05868167339e43ee914da7f17516b788,Automation Tester (QA QC/ UIUX & API),"Tester, UIUX, QA, QC"
ec6b3a245b7a44b7867ca8aee37269c6,Automation Tester(1Month Signing ),"QA, QC, English, Tester"
8086ee7a5ce8488e8aa86257194a586d,Automation Tester/ QA QC (Selenium),"Tester, Java, QA, QC"
c595d78b1bef4e6cb00742e9e0ff8538,Automation Testing," TestNG. Testing Framework  TestNG,  Data Driven,  Page Object model. Applications & Tools  Eclipse,  Postman Building Tool Version Control Continuous Integration  Maven  SVN  Jenkins Database  SQL Languages  SQL,  Java,  C++ Scripting Languages  HTML,  JavaScript Operating System  Windows Domain  Insurance,  ERP,  E-Commerce  "
